name,datetime,temp,dew,humidity,windspeed,cloudcover,solarradiation,solarenergy,sunrise,sunset,moonphase,conditions,description,icon
"Kano, Nigeria",2023-10-05,27,21.4,74.1,16.6,23.3,255.2,22,2023-10-05 6:15:05,2023-10-05 18:13:53,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-06,26.9,20.4,69.7,41,26.1,270.7,23.5,2023-10-06 6:15:06,2023-10-06 18:13:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-07,25.8,20.2,73.5,27.7,60.9,266.7,23.1,2023-10-07 6:15:08,2023-10-07 18:12:38,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-08,26.8,20.5,71.6,16.6,32.7,283.9,24.7,2023-10-08 6:15:10,2023-10-08 18:12:02,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-09,27.5,20,67.3,14.8,31,286.7,24.9,2023-10-09 6:15:13,2023-10-09 18:11:25,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-10,27.6,19.1,64.1,14.8,47.4,286.3,24.8,2023-10-10 6:15:16,2023-10-10 18:10:50,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-11,27.7,18.7,61.6,20.5,36.1,286.9,24.9,2023-10-11 6:15:19,2023-10-11 18:10:14,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-12,27.3,19.1,63.4,16.6,35.4,286.2,24.8,2023-10-12 6:15:23,2023-10-12 18:09:40,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-13,27.4,19,64.4,52.3,48.1,259.7,22.4,2023-10-13 6:15:27,2023-10-13 18:09:05,0.96,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2023-10-14,26.8,18.3,63,14.8,56.6,264.3,22.8,2023-10-14 6:15:32,2023-10-14 18:08:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-15,26.1,17.8,63.7,18.4,31.1,286.3,24.5,2023-10-15 6:15:37,2023-10-15 18:07:59,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-16,27.2,19.3,65.5,13.7,33,281.9,24.4,2023-10-16 6:15:43,2023-10-16 18:07:27,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-17,27.7,22.7,74.5,14.8,60.9,229,19.7,2023-10-17 6:15:49,2023-10-17 18:06:55,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-18,27.5,19.2,64.8,25.9,26,265,23,2023-10-18 6:15:55,2023-10-18 18:06:24,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-10-19,25.3,16.5,61.9,18.4,60.6,286.7,24.7,2023-10-19 6:16:03,2023-10-19 18:05:54,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-20,26.2,16.4,58.9,25.9,50.5,283.8,24.5,2023-10-20 6:16:10,2023-10-20 18:05:24,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-21,25.3,14.9,58.6,20.5,68.7,277,24,2023-10-21 6:16:19,2023-10-21 18:04:55,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-22,25,12.2,51.6,35.3,62.8,286,24.6,2023-10-22 6:16:28,2023-10-22 18:04:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-23,26.2,12.8,48.1,25.9,51.6,283,24.4,2023-10-23 6:16:37,2023-10-23 18:04:00,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-24,25.4,12.6,50.2,18.4,42.5,283.4,24.3,2023-10-24 6:16:47,2023-10-24 18:03:34,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-25,25.4,12.4,49.5,20.5,33.3,283.5,24.4,2023-10-25 6:16:58,2023-10-25 18:03:08,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-26,25.8,13.1,49.7,11.2,26.5,263,22.6,2023-10-26 6:17:09,2023-10-26 18:02:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-27,26.4,15.2,54,28.8,42.2,284.4,24.4,2023-10-27 6:17:21,2023-10-27 18:02:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-28,26.7,14.5,50.4,20.5,48.5,275.1,23.8,2023-10-28 6:17:33,2023-10-28 18:01:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-29,26.6,13.2,48.3,30.2,28.7,273.4,23.6,2023-10-29 6:17:46,2023-10-29 18:01:34,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-10-30,26.3,12.1,47.4,25.9,53.7,251.7,21.9,2023-10-30 6:18:00,2023-10-30 18:01:13,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-10-31,25.4,13.7,53.4,27.7,48.7,267.9,23.2,2023-10-31 6:18:14,2023-10-31 18:00:53,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-01,26.6,13,47,20.5,52,245.8,21.4,2023-11-01 6:18:29,2023-11-01 18:00:34,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-02,26.7,14.3,49.7,24.1,34.6,272.6,23.6,2023-11-02 6:18:45,2023-11-02 18:00:15,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-03,26.4,13.3,48.1,22.3,49.4,269.3,23.3,2023-11-03 6:19:01,2023-11-03 17:59:58,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-04,26.9,15,51,13,86.2,255.4,22.1,2023-11-04 6:19:18,2023-11-04 17:59:42,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-05,26.7,15.5,55,27.7,49.9,258.2,22.3,2023-11-05 6:19:36,2023-11-05 17:59:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-06,26.2,12.4,47,18.4,45,264.7,22.8,2023-11-06 6:19:54,2023-11-06 17:59:12,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-07,25.1,11,44.3,16.6,48.8,265.8,22.9,2023-11-07 6:20:13,2023-11-07 17:58:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-08,25.5,10.7,43.8,18.4,33.7,270,23.2,2023-11-08 6:20:33,2023-11-08 17:58:47,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-11-09,26,12,46.3,14.8,60.3,269.6,23.3,2023-11-09 6:20:53,2023-11-09 17:58:36,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-10,26.5,12,44.9,18.4,62.8,267.1,23.1,2023-11-10 6:21:14,2023-11-10 17:58:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-11,26.4,12.2,45.1,11.2,62.3,265.3,23,2023-11-11 6:21:36,2023-11-11 17:58:17,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-12,25.9,11.3,43.1,22.3,37.6,265.8,23.1,2023-11-12 6:21:58,2023-11-12 17:58:09,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-13,25.1,9.6,41.7,22.3,54.9,263.4,22.6,2023-11-13 6:22:20,2023-11-13 17:58:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-14,25,11.5,46.1,20.5,52.6,218.2,18.9,2023-11-14 6:22:44,2023-11-14 17:57:57,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-15,25.8,14.7,50.8,30.2,42.8,198.6,17.1,2023-11-15 6:23:08,2023-11-15 17:57:52,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-16,25.7,14.7,53.1,57.9,32.1,193.9,16.8,2023-11-16 6:23:33,2023-11-16 17:57:49,0.11,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2023-11-17,26.1,11.8,43.5,27.7,33.8,227.6,19.8,2023-11-17 6:23:58,2023-11-17 17:57:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-18,24.5,7.9,36.6,24.1,37.8,236.5,20.3,2023-11-18 6:24:23,2023-11-18 17:57:46,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-19,23.4,9.9,47.3,33.5,18.8,248.4,21.5,2023-11-19 6:24:50,2023-11-19 17:57:46,0.22,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-11-20,22.9,11.1,51.2,24.1,38.9,224.4,19.6,2023-11-20 6:25:17,2023-11-20 17:57:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-21,21.9,10.1,50.3,22.2,41.8,254.2,21.8,2023-11-21 6:25:44,2023-11-21 17:57:49,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-22,23.3,10.6,50.6,49.6,21.8,254.4,22,2023-11-22 6:26:12,2023-11-22 17:57:52,0.32,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2023-11-23,24.6,12.2,49.6,16.6,33.8,254.6,22,2023-11-23 6:26:40,2023-11-23 17:57:57,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-24,26.2,13.3,48.6,11.2,39.4,253.3,22,2023-11-24 6:27:09,2023-11-24 17:58:02,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-25,28.1,16.7,52.4,19.2,38.4,237.9,20.6,2023-11-25 6:27:38,2023-11-25 17:58:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-26,28.8,18.8,56.6,20.5,74.6,216.8,18.6,2023-11-26 6:28:08,2023-11-26 17:58:17,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-27,27.4,13.7,48.2,20.5,46.8,246,21.3,2023-11-27 6:28:38,2023-11-27 17:58:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-28,26.8,11.3,40.1,25.9,43.1,248,21.5,2023-11-28 6:29:08,2023-11-28 17:58:35,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-11-29,25.6,10.7,44.6,16.6,20.3,249.5,21.5,2023-11-29 6:29:39,2023-11-29 17:58:46,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-11-30,25.2,8.3,40.7,22.3,35.4,250.5,21.7,2023-11-30 6:30:10,2023-11-30 17:58:58,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-01,24.8,6.7,35.4,27.7,32.9,251.3,21.8,2023-12-01 6:30:41,2023-12-01 17:59:11,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-02,24.5,7.2,38.2,11.2,28.3,254.7,21.8,2023-12-02 6:31:13,2023-12-02 17:59:25,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-03,24.5,7.6,38,13,33.8,253.7,21.8,2023-12-03 6:31:45,2023-12-03 17:59:40,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-04,24.7,7.5,38,32.9,38.2,253.5,21.8,2023-12-04 6:32:17,2023-12-04 17:59:56,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-12-05,23.9,6.7,37.4,27.3,62.9,245,21.2,2023-12-05 6:32:49,2023-12-05 18:00:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-06,23.1,4.4,33.6,18.4,47.1,253.3,21.8,2023-12-06 6:33:21,2023-12-06 18:00:31,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-07,23.4,6,34.9,12.6,31.4,247.7,21.3,2023-12-07 6:33:54,2023-12-07 18:00:50,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-12-08,23.3,5,34.1,18.4,67.3,246.3,21.1,2023-12-08 6:34:26,2023-12-08 18:01:10,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-09,22.5,2.9,31.7,18.4,67.9,253.3,21.8,2023-12-09 6:34:59,2023-12-09 18:01:31,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-10,22.6,4.1,32.4,18.4,52.1,248.7,21.4,2023-12-10 6:35:31,2023-12-10 18:01:52,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-11,20.3,6,40.9,31.7,22.6,251.4,21.6,2023-12-11 6:36:04,2023-12-11 18:02:15,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-12,20.1,5.1,40.3,32.4,10.8,251.9,21.6,2023-12-12 6:36:36,2023-12-12 18:02:38,0.98,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-12-13,19.6,3.6,37.1,27.7,11.6,252.3,21.8,2023-12-13 6:37:09,2023-12-13 18:03:02,0,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-12-14,19.2,4.8,40.8,20.5,28.9,246.7,21.2,2023-12-14 6:37:41,2023-12-14 18:03:27,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-15,20.8,5.3,40,20.5,16.2,240.6,20.7,2023-12-15 6:38:13,2023-12-15 18:03:52,0.09,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-12-16,21.6,3.8,34,62.7,31.3,246.5,21.3,2023-12-16 6:38:45,2023-12-16 18:04:19,0.12,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2023-12-17,22.1,3.7,33.8,18.4,40.6,239.3,20.6,2023-12-17 6:39:16,2023-12-17 18:04:45,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-18,22.9,4.6,32.5,22.3,24.3,244.9,21,2023-12-18 6:39:48,2023-12-18 18:05:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-19,23.4,6.4,35.8,18.4,12.5,243.6,21,2023-12-19 6:40:19,2023-12-19 18:05:41,0.25,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-12-20,24.3,7.7,37,14.8,13.3,243.7,21,2023-12-20 6:40:50,2023-12-20 18:06:10,0.27,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-12-21,24.1,8,38.5,20.5,27.8,246.1,21.1,2023-12-21 6:41:20,2023-12-21 18:06:39,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-22,21.3,3.9,34,58,44.4,246,21.1,2023-12-22 6:41:50,2023-12-22 18:07:09,0.34,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2023-12-23,21.1,3.2,32.6,22.3,49.8,246.5,21.2,2023-12-23 6:42:19,2023-12-23 18:07:39,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-24,19.8,3.8,37.4,27.7,22.3,244.8,21,2023-12-24 6:42:48,2023-12-24 18:08:10,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-25,19.4,1.8,33.9,32.9,22.9,251.1,21.6,2023-12-25 6:43:17,2023-12-25 18:08:41,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-26,18,3.6,39.4,20.5,37.5,251,21.5,2023-12-26 6:43:45,2023-12-26 18:09:12,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-27,18.8,2.3,36.3,24.1,35.8,251.2,21.5,2023-12-27 6:44:12,2023-12-27 18:09:44,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2023-12-28,19.7,5.5,41.3,25.9,29.2,248.6,21.3,2023-12-28 6:44:39,2023-12-28 18:10:17,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-29,20.5,4.7,39.8,20.5,10,248.9,21.3,2023-12-29 6:45:05,2023-12-29 18:10:49,0.58,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2023-12-30,21.5,6.4,41.5,16.6,20.4,249.6,21.5,2023-12-30 6:45:31,2023-12-30 18:11:22,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2023-12-31,22.3,3.4,33.9,16.6,41.7,246.2,21.3,2023-12-31 6:45:56,2023-12-31 18:11:55,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-01,21.7,4.6,35.8,11.4,42.1,247.1,21.4,2024-01-01 6:46:20,2024-01-01 18:12:28,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-02,21.8,4.6,36,11.4,43.2,248.2,21.6,2024-01-02 6:46:43,2024-01-02 18:13:01,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-03,21.9,2.7,32.2,12.8,38.8,250.1,21.7,2024-01-03 6:47:06,2024-01-03 18:13:34,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-04,20.9,3.9,34.7,15,27.6,251.9,21.8,2024-01-04 6:47:27,2024-01-04 18:14:08,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2024-01-05,21.7,4.6,36.5,10.3,63,251.8,21.9,2024-01-05 6:47:48,2024-01-05 18:14:41,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-06,22.4,3.6,33,12.8,42.6,251.3,21.9,2024-01-06 6:48:08,2024-01-06 18:15:15,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-07,22.1,3.3,33.5,11.4,36.4,254.2,21.9,2024-01-07 6:48:28,2024-01-07 18:15:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-08,21.8,1.5,30,12.8,49.2,250.7,21.8,2024-01-08 6:48:46,2024-01-08 18:16:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-09,22.2,2.4,30.9,10.2,28.8,255.7,22.1,2024-01-09 6:49:04,2024-01-09 18:16:55,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-10,22.6,2.4,29.2,17.2,44.6,254.4,22,2024-01-10 6:49:20,2024-01-10 18:17:28,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-11,20.9,2.8,34.3,11.4,28.1,256.1,22.3,2024-01-11 6:49:36,2024-01-11 18:18:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-12,21.6,0.8,29.6,11.4,18.1,257,22.2,2024-01-12 6:49:50,2024-01-12 18:18:33,0.03,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-13,21.8,0,28.5,15,17.5,257.8,22.3,2024-01-13 6:50:04,2024-01-13 18:19:06,0.07,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-14,21.3,-3.1,22.9,20.8,34,258.7,22.5,2024-01-14 6:50:16,2024-01-14 18:19:38,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-15,19.8,-0.8,26.6,16.1,22.1,259.1,22.5,2024-01-15 6:50:28,2024-01-15 18:20:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-16,19.9,1,31.2,16.1,25.8,260.6,22.5,2024-01-16 6:50:39,2024-01-16 18:20:42,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-17,19.9,0,31.2,16.1,18.8,260.8,22.5,2024-01-17 6:50:48,2024-01-17 18:21:14,0.21,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-18,20.7,1.8,32.4,23.8,14.2,262.4,22.6,2024-01-18 6:50:57,2024-01-18 18:21:45,0.25,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-19,21,-0.1,29.2,15,13.3,262.8,22.6,2024-01-19 6:51:04,2024-01-19 18:22:15,0.28,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-20,21.6,-1.4,26,16.1,26.3,262.8,22.7,2024-01-20 6:51:11,2024-01-20 18:22:46,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-21,21.6,-1.3,26.6,17.2,30,265.1,22.8,2024-01-21 6:51:16,2024-01-21 18:23:16,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
"Kano, Nigeria",2024-01-22,21.9,0.2,27.5,13.9,34.9,266,22.9,2024-01-22 6:51:20,2024-01-22 18:23:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-23,22.1,-0.2,26.6,9.2,34.5,265.1,22.8,2024-01-23 6:51:23,2024-01-23 18:24:14,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-24,20.5,3.6,34.9,20.8,35.4,261,22.5,2024-01-24 6:51:26,2024-01-24 18:24:43,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-25,20,2.3,33,31.8,20.8,263.5,22.6,2024-01-25 6:51:27,2024-01-25 18:25:11,0.5,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2024-01-26,19.6,2,32.8,17.2,13.8,259.1,22.4,2024-01-26 6:51:27,2024-01-26 18:25:38,0.52,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-27,19.2,-0.7,26.8,19.7,36.6,236.1,20.4,2024-01-27 6:51:25,2024-01-27 18:26:05,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-28,19.5,-0.7,27,15,2.5,240.7,20.8,2024-01-28 6:51:23,2024-01-28 18:26:32,0.59,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-29,20.6,2.6,34.6,16.1,17.8,245.4,21.1,2024-01-29 6:51:20,2024-01-29 18:26:58,0.62,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-01-30,21.9,2.1,29.4,16.1,30.4,257.2,22.2,2024-01-30 6:51:16,2024-01-30 18:27:23,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-01-31,21.5,1.9,29.3,21.9,33.7,257.9,22.4,2024-01-31 6:51:10,2024-01-31 18:27:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-01,20.8,1.9,30.3,17.2,12.9,258.7,22.4,2024-02-01 6:51:04,2024-02-01 18:28:12,0.72,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-02-02,19.4,0.1,31.9,20.8,39.1,259.7,22.4,2024-02-02 6:50:56,2024-02-02 18:28:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-03,20,-3.4,21.5,20.8,19.6,262.5,22.6,2024-02-03 6:50:48,2024-02-03 18:28:59,0.75,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-02-04,20.3,-3.8,20.6,20.8,7.5,265.7,22.8,2024-02-04 6:50:38,2024-02-04 18:29:21,0.82,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-02-05,20.3,-3.9,20.7,25.5,27.5,257.9,22.2,2024-02-05 6:50:27,2024-02-05 18:29:43,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-06,19.6,-1.9,24.5,22.1,47.8,253,21.8,2024-02-06 6:50:16,2024-02-06 18:30:04,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-07,19.5,-0.7,29.2,20.1,41.6,260.1,22.3,2024-02-07 6:50:03,2024-02-07 18:30:25,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-08,20.4,0.5,28.7,29.1,18.3,271.5,23.4,2024-02-08 6:49:49,2024-02-08 18:30:45,0.95,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-02-09,21.9,1.9,30.7,15,39.9,271,23.3,2024-02-09 6:49:34,2024-02-09 18:31:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-10,23.2,4.2,33,11.4,26.9,270.8,23.4,2024-02-10 6:49:19,2024-02-10 18:31:23,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-02-11,24.5,5.3,32.9,8.1,35.6,270.7,23.3,2024-02-11 6:49:02,2024-02-11 18:31:41,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-02-12,26,2.7,25.6,18.8,17.1,274.6,23.6,2024-02-12 6:48:45,2024-02-12 18:31:58,0.09,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-02-13,25.9,-1,21.3,57.5,21.7,280,24.2,2024-02-13 6:48:26,2024-02-13 18:32:15,0.12,Partially cloudy,Partly cloudy throughout the day.,wind
"Kano, Nigeria",2024-02-14,25.5,3.5,26.6,17.2,12.9,280.1,24.3,2024-02-14 6:48:07,2024-02-14 18:32:31,0.15,Clear,Clear conditions throughout the day.,clear-day
