transaction_id,amount,timestamp,merchant_id,customer_id,transaction_type,device_type,location,previous_fraud,fraud_label
TX000957,244.36,01/01/2024,M2,C929,withdrawal,POS,US,0,0
TX000958,839.75,01/01/2024,M3,C702,withdrawal,mobile,UK,0,0
TX000959,3692.79,01/01/2024,M1,C845,withdrawal,POS,CA,0,0
TX000960,423.17,01/01/2024,M3,C943,withdrawal,mobile,US,0,0
TX000961,3019.73,01/01/2024,M3,C278,purchase,web,AU,0,0
TX000962,1234.29,01/01/2024,M5,C381,purchase,POS,AU,0,0
TX000963,1952.59,01/01/2024,M2,C851,purchase,POS,AU,0,0
TX000964,1450.58,01/01/2024,M4,C012,transfer,web,IN,0,0
TX000965,1784.81,01/01/2024,M4,C302,purchase,mobile,UK,0,0
TX000966,3598.04,01/01/2024,M5,C555,purchase,mobile,CA,0,0
TX000967,1492.64,01/01/2024,M4,C616,withdrawal,POS,US,0,1
TX000968,2836.36,01/01/2024,M3,C159,purchase,mobile,UK,1,0
TX000969,2385.49,01/01/2024,M5,C153,purchase,mobile,CA,0,0
TX000970,3321.72,01/01/2024,M1,C753,purchase,web,IN,0,0
TX000971,4684.78,01/01/2024,M2,C180,withdrawal,web,CA,0,0
TX000972,3665.53,01/01/2024,M2,C525,purchase,web,UK,0,0
TX000973,1082.55,01/01/2024,M2,C179,purchase,POS,CA,0,0
TX000974,165.6,01/01/2024,M3,C376,transfer,web,US,0,0
TX000975,1318.7,01/01/2024,M1,C803,transfer,web,IN,0,0
TX000976,2979.44,01/01/2024,M5,C775,transfer,mobile,US,0,0
TX000977,266.61,01/01/2024,M5,C167,transfer,web,IN,0,0
TX000978,2486.87,01/01/2024,M2,C213,withdrawal,POS,IN,0,0
TX000979,2988.25,01/01/2024,M1,C149,transfer,web,CA,0,0
TX000980,1677.88,01/01/2024,M1,C015,purchase,POS,US,0,0
TX000981,3856.85,01/01/2024,M1,C090,transfer,mobile,IN,0,0
TX000982,541.93,01/01/2024,M4,C119,withdrawal,mobile,IN,1,0
TX000983,384.94,01/01/2024,M4,C955,transfer,web,CA,0,1
TX000984,3643.66,01/01/2024,M2,C252,transfer,mobile,UK,0,0
TX000985,2482.5,01/01/2024,M1,C059,withdrawal,web,UK,0,0
TX000986,3445.13,01/01/2024,M1,C265,withdrawal,mobile,AU,0,0
TX000987,2179.79,01/01/2024,M5,C408,withdrawal,POS,AU,0,0
TX000988,1239.55,01/01/2024,M5,C030,withdrawal,mobile,IN,0,0
TX000989,4097.32,01/01/2024,M2,C020,withdrawal,web,UK,0,0
TX000990,3999.09,01/01/2024,M1,C730,withdrawal,web,IN,0,0
TX000991,3476.54,01/01/2024,M2,C592,purchase,web,US,0,0
TX000992,1368,01/01/2024,M5,C288,transfer,POS,UK,0,0
TX000993,2955.25,01/01/2024,M5,C542,transfer,mobile,UK,0,0
TX000994,1811.26,01/01/2024,M4,C497,withdrawal,web,UK,1,0
TX000995,466.99,01/01/2024,M2,C745,withdrawal,POS,AU,0,0
TX000996,4587.39,01/01/2024,M2,C473,purchase,POS,CA,0,0
TX000997,692.72,01/01/2024,M1,C404,purchase,POS,CA,0,0
TX000998,4751.68,01/01/2024,M1,C547,withdrawal,mobile,AU,0,0
TX000999,2235.57,01/01/2024,M4,C960,purchase,mobile,AU,1,0
TX001000,933.81,01/01/2024,M3,C131,purchase,mobile,AU,0,0
TX001001,2714.09,01/01/2024,M3,C323,withdrawal,POS,CA,0,1
TX001002,4366,01/01/2024,M3,C857,withdrawal,mobile,IN,0,0
TX001003,3663.8,01/01/2024,M2,C131,withdrawal,web,AU,0,0
TX001004,4034.74,01/01/2024,M2,C520,withdrawal,POS,IN,0,0
TX001005,3297.33,01/01/2024,M5,C029,transfer,mobile,IN,0,0
TX001006,3464.46,01/01/2024,M2,C626,transfer,POS,US,0,0
TX001007,4247.49,01/01/2024,M2,C300,withdrawal,POS,CA,0,1
TX001008,1255.84,01/01/2024,M2,C003,purchase,mobile,IN,0,0
TX001009,2452.23,01/01/2024,M4,C324,withdrawal,POS,CA,0,0
TX001010,1113.84,01/01/2024,M2,C508,transfer,mobile,CA,0,0
TX001011,4938.46,01/01/2024,M1,C236,purchase,mobile,US,0,0
TX001012,4720.86,01/01/2024,M1,C534,transfer,mobile,CA,0,0
TX001013,206.74,01/01/2024,M5,C015,withdrawal,POS,IN,0,0
TX001014,3530.82,01/01/2024,M4,C533,transfer,POS,UK,0,0
TX001015,4626.99,01/01/2024,M1,C996,transfer,mobile,IN,0,0
TX001016,911.07,01/01/2024,M4,C583,transfer,POS,IN,0,0
TX001017,2844.05,01/01/2024,M4,C815,purchase,mobile,CA,0,0
TX001018,4578.29,01/01/2024,M5,C445,transfer,web,IN,0,0
TX001019,179.39,01/01/2024,M4,C992,purchase,POS,UK,0,0
TX001020,3490.13,01/01/2024,M2,C502,withdrawal,POS,CA,0,0
TX001021,1493.77,01/01/2024,M4,C955,withdrawal,web,AU,0,0
TX001022,4622.74,01/01/2024,M5,C229,transfer,web,IN,0,0
TX001023,4855.58,01/01/2024,M5,C106,purchase,web,IN,0,0
TX001024,4721.89,01/01/2024,M5,C719,withdrawal,mobile,US,0,0
TX001025,2376.33,01/01/2024,M1,C388,purchase,mobile,AU,0,0
TX001026,4311.59,01/01/2024,M2,C719,purchase,web,AU,0,1
TX001027,4224.3,01/01/2024,M1,C262,transfer,mobile,UK,0,0
TX001028,1602.31,01/01/2024,M3,C562,transfer,POS,AU,0,0
TX001029,4146.29,01/01/2024,M2,C064,purchase,web,US,0,0
TX001030,194.67,01/01/2024,M4,C264,purchase,POS,UK,0,0
TX001031,2985.39,01/01/2024,M5,C337,transfer,mobile,AU,0,0
TX001032,1157.74,01/01/2024,M3,C300,purchase,web,UK,0,0
TX001033,611.63,01/01/2024,M2,C377,transfer,mobile,AU,0,0
TX001034,394,01/01/2024,M1,C174,purchase,POS,AU,0,0
TX001035,3484.48,01/01/2024,M5,C962,transfer,mobile,AU,0,0
TX001036,1705.98,01/01/2024,M1,C151,purchase,POS,IN,1,0
TX001037,3626.59,01/01/2024,M2,C475,transfer,mobile,AU,0,0
TX001038,336.13,01/01/2024,M2,C265,purchase,POS,IN,0,0
TX001039,1583.3,01/01/2024,M3,C328,withdrawal,mobile,CA,0,0
TX001040,2702.06,01/01/2024,M4,C972,withdrawal,web,US,0,0
TX001041,3955.71,01/01/2024,M1,C815,purchase,web,UK,1,0
TX001042,1600.57,01/01/2024,M3,C162,withdrawal,mobile,UK,0,0
TX001043,3133.2,01/01/2024,M5,C437,purchase,POS,CA,0,1
TX001044,4431.03,01/01/2024,M4,C342,purchase,mobile,AU,0,0
TX001045,3083.16,01/01/2024,M3,C366,withdrawal,web,US,0,0
TX001046,1172.47,01/01/2024,M1,C464,purchase,POS,CA,0,0
TX001047,131.76,01/01/2024,M2,C749,transfer,mobile,CA,0,0
TX001048,4351.79,01/01/2024,M5,C198,purchase,mobile,UK,0,0
TX001049,116.13,01/01/2024,M1,C499,purchase,POS,IN,0,0
TX001050,4374.76,01/01/2024,M4,C015,withdrawal,mobile,IN,0,0
TX001051,2649.4,01/01/2024,M4,C820,transfer,web,AU,0,0
TX001052,4695.95,01/01/2024,M2,C295,purchase,web,AU,0,0
TX001053,3995.93,01/01/2024,M2,C867,purchase,POS,CA,0,0
TX001054,4989.69,01/01/2024,M5,C510,purchase,mobile,AU,0,0
TX001055,1760.05,01/01/2024,M5,C787,purchase,mobile,IN,0,0
TX001056,3838.27,01/01/2024,M2,C983,purchase,web,US,0,0
TX001057,2015.64,01/01/2024,M2,C238,purchase,POS,UK,0,0
TX001058,2404.58,01/01/2024,M4,C580,transfer,POS,IN,0,0
TX001059,3141.25,01/01/2024,M2,C300,transfer,POS,AU,1,0
TX001060,4369.65,01/01/2024,M3,C005,purchase,web,UK,0,0
TX001061,4920.58,01/01/2024,M1,C219,purchase,web,UK,0,0
TX001062,3843.68,01/01/2024,M2,C765,withdrawal,POS,CA,0,0
TX001063,2094.66,01/01/2024,M5,C452,transfer,POS,AU,0,0
TX001064,2112.57,01/01/2024,M3,C432,transfer,mobile,CA,0,0
TX001065,3690.54,01/01/2024,M5,C806,purchase,mobile,UK,0,0
TX001066,1201.5,01/01/2024,M3,C869,transfer,POS,CA,0,0
TX001067,561.27,01/01/2024,M2,C385,transfer,web,AU,0,0
TX001068,1779.56,01/01/2024,M1,C618,withdrawal,web,IN,0,0
TX001069,1443.32,01/01/2024,M5,C294,withdrawal,mobile,US,0,0
TX001070,1488.58,01/01/2024,M3,C117,transfer,POS,IN,0,1
TX001071,1175.7,01/01/2024,M4,C404,transfer,web,UK,0,0
TX001072,220.05,01/01/2024,M2,C679,transfer,web,IN,0,0
TX001073,99.19,01/01/2024,M1,C996,purchase,web,CA,0,0
TX001074,4938.73,01/01/2024,M2,C762,withdrawal,web,AU,0,0
TX001075,2144.59,01/01/2024,M4,C593,purchase,mobile,IN,0,0
TX001076,1927.79,01/01/2024,M1,C565,withdrawal,web,IN,0,0
TX001077,3401.44,01/01/2024,M4,C751,withdrawal,web,AU,1,0
TX001078,1099.09,01/01/2024,M2,C877,withdrawal,POS,CA,0,1
TX001079,4750.31,01/01/2024,M3,C011,transfer,POS,US,1,1
TX001080,3933.86,01/01/2024,M2,C208,withdrawal,mobile,IN,0,0
TX001081,456.16,01/01/2024,M2,C164,purchase,mobile,UK,0,0
TX001082,2093.73,01/01/2024,M2,C877,withdrawal,mobile,CA,1,0
TX001083,4396.8,01/01/2024,M5,C293,purchase,mobile,CA,0,0
TX001084,4724.21,01/01/2024,M4,C910,withdrawal,web,IN,1,0
TX001085,2342.33,01/01/2024,M4,C518,withdrawal,POS,AU,0,1
TX001086,3070.92,01/01/2024,M4,C077,transfer,web,IN,1,0
TX001087,843.5,01/01/2024,M5,C433,purchase,web,IN,0,0
TX001088,4955.93,01/01/2024,M3,C576,withdrawal,web,AU,0,0
TX001089,1166.04,01/01/2024,M2,C613,withdrawal,POS,UK,0,0
TX001090,4714.23,01/01/2024,M3,C962,purchase,mobile,AU,0,0
TX001091,3251.74,01/01/2024,M5,C868,withdrawal,mobile,IN,0,0
TX001092,3042.61,01/01/2024,M4,C811,transfer,POS,US,0,0
TX001093,2568.32,01/01/2024,M2,C798,purchase,POS,AU,0,0
TX001094,1161.04,01/01/2024,M1,C682,transfer,mobile,UK,1,0
TX001095,890.87,01/01/2024,M1,C076,purchase,web,AU,0,0
TX001096,1110.23,01/01/2024,M3,C047,purchase,mobile,AU,0,0
TX001097,940.33,01/01/2024,M4,C766,purchase,POS,CA,0,0
TX001098,3900.13,01/01/2024,M1,C081,withdrawal,mobile,CA,0,0
TX001099,1757.13,01/01/2024,M3,C894,purchase,mobile,IN,0,0
TX001100,298.63,01/01/2024,M5,C720,purchase,mobile,IN,0,0
TX001101,4845.82,01/01/2024,M3,C208,purchase,POS,AU,0,0
TX001102,4420.09,01/01/2024,M3,C444,transfer,POS,US,0,0
TX001103,4639.48,01/01/2024,M3,C970,purchase,mobile,IN,0,0
TX001104,4974.59,01/01/2024,M2,C595,withdrawal,mobile,AU,0,0
TX001105,877.74,01/01/2024,M3,C521,purchase,web,AU,0,0
TX001106,1987.25,01/01/2024,M3,C028,purchase,web,AU,0,0
TX001107,3793.61,01/01/2024,M2,C303,transfer,mobile,AU,0,0
TX001108,3483.14,01/01/2024,M2,C993,withdrawal,POS,AU,0,0
TX001109,777.94,01/01/2024,M5,C464,withdrawal,web,CA,0,0
TX001110,4081.01,01/01/2024,M4,C501,withdrawal,mobile,UK,0,0
TX001111,1129.96,01/01/2024,M1,C445,purchase,web,UK,0,0
TX001112,1126.85,01/01/2024,M1,C627,purchase,web,AU,0,0
TX001113,2689.5,01/01/2024,M3,C489,withdrawal,web,IN,0,0
TX001114,2968.77,01/01/2024,M5,C780,withdrawal,POS,US,0,0
TX001115,2904.63,01/01/2024,M3,C427,transfer,mobile,AU,0,0
TX001116,466.52,01/01/2024,M1,C558,withdrawal,POS,US,1,0
TX001117,4388.53,01/01/2024,M2,C358,purchase,POS,CA,0,0
TX001118,1335.34,01/01/2024,M4,C959,purchase,web,UK,1,0
TX001119,656.28,01/01/2024,M5,C090,purchase,mobile,CA,0,1
TX001120,4444.85,01/01/2024,M2,C052,transfer,web,IN,0,0
TX001121,4778.7,01/01/2024,M4,C729,withdrawal,POS,IN,0,0
TX001122,4312.02,01/01/2024,M5,C859,purchase,POS,AU,1,0
TX001123,4049.49,01/01/2024,M5,C588,transfer,mobile,IN,0,0
TX001124,3279.66,01/01/2024,M1,C203,transfer,POS,IN,0,0
TX001125,2758.78,01/01/2024,M2,C555,purchase,POS,CA,0,0
TX001126,444.06,01/01/2024,M5,C155,transfer,mobile,US,0,0
TX001127,2048.18,01/01/2024,M5,C001,transfer,web,UK,0,0
TX001128,1869.72,01/01/2024,M4,C356,purchase,mobile,IN,1,0
TX001129,1306.17,01/01/2024,M1,C824,transfer,POS,IN,0,0
TX001130,3619.87,01/01/2024,M3,C568,purchase,mobile,CA,0,0
TX001131,2484.42,01/01/2024,M1,C801,purchase,web,UK,0,0
TX001132,414.42,01/01/2024,M3,C982,transfer,POS,CA,0,0
TX001133,1108.71,01/01/2024,M2,C057,purchase,web,US,0,0
TX001134,3419.46,01/01/2024,M2,C253,purchase,web,CA,0,0
TX001135,389.89,01/01/2024,M5,C179,withdrawal,mobile,UK,0,0
TX001136,4257.52,01/01/2024,M2,C492,purchase,web,UK,0,0
TX001137,2480.78,01/01/2024,M5,C668,withdrawal,mobile,IN,1,0
TX001138,2408.13,01/01/2024,M1,C034,withdrawal,mobile,US,0,0
TX001139,2966.11,01/01/2024,M2,C074,withdrawal,web,AU,0,0
TX001140,4125.16,01/01/2024,M1,C943,withdrawal,mobile,IN,1,0
TX001141,1745.57,01/01/2024,M1,C288,transfer,mobile,CA,0,0
TX001142,3393.3,01/01/2024,M2,C370,transfer,web,CA,0,0
TX001143,2833,01/01/2024,M1,C586,purchase,POS,UK,0,0
TX001144,1342.47,01/01/2024,M2,C328,purchase,mobile,UK,0,0
TX001145,4394.36,01/01/2024,M2,C589,purchase,mobile,UK,0,0
TX001146,3989.16,01/01/2024,M2,C766,transfer,web,AU,0,0
TX001147,3295.67,01/01/2024,M3,C776,withdrawal,mobile,AU,0,0
TX001148,4254.4,01/01/2024,M1,C998,transfer,web,IN,0,0
TX001149,4337.8,01/01/2024,M4,C303,transfer,POS,AU,1,0
TX001150,3544.73,01/01/2024,M2,C578,purchase,POS,UK,0,0
TX001151,4186.7,01/01/2024,M1,C220,purchase,web,IN,0,0
TX001152,3490.38,01/01/2024,M5,C978,purchase,POS,IN,0,0
TX001153,3403.9,01/01/2024,M2,C163,withdrawal,web,US,0,0
TX001154,3096.87,01/01/2024,M2,C479,withdrawal,mobile,AU,0,0
TX001155,3766.06,01/01/2024,M4,C454,transfer,POS,CA,0,1
TX001156,801.44,01/01/2024,M3,C374,withdrawal,mobile,CA,0,0
TX001157,4405.55,01/01/2024,M3,C219,purchase,mobile,US,0,0
TX001158,4360.5,01/01/2024,M2,C683,withdrawal,web,UK,0,1
TX001159,155.94,01/01/2024,M1,C253,withdrawal,POS,US,0,0
TX001160,4130.83,01/01/2024,M5,C721,withdrawal,POS,UK,0,0
TX001161,653.06,01/01/2024,M5,C187,withdrawal,mobile,AU,0,0
TX001162,1682.24,01/01/2024,M1,C190,purchase,mobile,AU,0,0
TX001163,3720.11,01/01/2024,M2,C388,purchase,web,IN,0,0
TX001164,812.19,01/01/2024,M5,C214,transfer,POS,IN,0,0
TX001165,4091.66,01/01/2024,M3,C374,transfer,web,IN,0,0
TX001166,4162.35,01/01/2024,M1,C085,transfer,web,IN,0,0
TX001167,2542.26,01/01/2024,M4,C473,withdrawal,web,CA,0,0
TX001168,41.87,01/01/2024,M2,C617,withdrawal,POS,IN,1,0
TX001169,1442.32,01/01/2024,M1,C843,purchase,web,IN,1,0
TX001170,3088.47,01/01/2024,M5,C807,transfer,POS,IN,0,0
TX001171,4906.12,01/01/2024,M2,C530,purchase,web,UK,0,0
TX001172,3162.75,01/01/2024,M3,C046,transfer,mobile,IN,0,0
TX001173,1306.42,01/01/2024,M2,C064,transfer,web,US,0,0
TX001174,3173.69,01/01/2024,M2,C962,transfer,web,IN,0,0
TX001175,2704.53,01/01/2024,M3,C474,withdrawal,POS,IN,0,0
TX001176,3901.43,01/01/2024,M3,C145,transfer,mobile,CA,1,0
TX001177,543.83,01/01/2024,M2,C945,transfer,mobile,IN,0,0
TX001178,3807.53,01/01/2024,M3,C797,withdrawal,POS,UK,0,0
TX001179,2710.92,01/01/2024,M1,C381,transfer,POS,AU,0,0
TX001180,4815.33,01/01/2024,M3,C065,withdrawal,mobile,IN,0,0
TX001181,1715.94,01/01/2024,M3,C516,withdrawal,POS,IN,0,0
TX001182,3166.78,01/01/2024,M2,C092,purchase,mobile,IN,0,0
TX001183,4660.82,01/01/2024,M1,C864,withdrawal,web,CA,0,0
TX001184,521.52,01/01/2024,M4,C425,withdrawal,web,AU,0,0
TX001185,4686.77,01/01/2024,M4,C467,withdrawal,mobile,CA,0,0
TX001186,3442.55,01/01/2024,M5,C093,transfer,mobile,CA,0,0
TX001187,348.51,01/01/2024,M3,C617,purchase,web,CA,0,0
TX001188,1511.81,01/01/2024,M3,C132,transfer,web,UK,0,0
TX001189,3543.78,01/01/2024,M1,C433,withdrawal,mobile,AU,0,0
TX001190,346.08,01/01/2024,M4,C340,withdrawal,POS,UK,0,0
TX001191,2915.03,01/01/2024,M5,C313,purchase,POS,UK,0,0
TX001192,1735.96,01/01/2024,M1,C590,purchase,mobile,AU,0,0
TX001193,3108.37,01/01/2024,M3,C211,withdrawal,POS,UK,1,1
TX001194,238.25,01/01/2024,M4,C519,withdrawal,web,AU,0,0
TX001195,4358.97,01/01/2024,M5,C158,transfer,web,IN,0,0
TX001196,4867.71,01/01/2024,M2,C267,withdrawal,POS,CA,0,1
TX001197,4844.7,01/01/2024,M4,C660,transfer,mobile,UK,1,0
TX001198,3750.76,01/01/2024,M5,C861,purchase,web,AU,0,0
TX001199,659.13,01/01/2024,M1,C957,transfer,web,US,0,0
TX001200,3793.73,01/01/2024,M2,C602,withdrawal,web,UK,0,0
TX001201,132.69,01/01/2024,M5,C747,transfer,POS,UK,0,0
TX001202,120.4,01/01/2024,M5,C473,transfer,mobile,AU,0,0
TX001203,1624.81,01/01/2024,M3,C800,purchase,POS,US,0,0
TX001204,2448.33,01/01/2024,M4,C409,transfer,mobile,US,0,0
TX001205,3854.33,01/01/2024,M3,C473,withdrawal,mobile,IN,1,0
TX001206,3419.64,01/01/2024,M2,C355,transfer,POS,UK,0,0
TX001207,2235.05,01/01/2024,M5,C679,transfer,web,CA,0,0
TX001208,1375.4,01/01/2024,M3,C192,transfer,mobile,UK,0,0
TX001209,4985.65,01/01/2024,M4,C698,withdrawal,POS,CA,0,0
TX001210,2136.64,01/01/2024,M2,C270,transfer,web,CA,0,1
TX001211,2262.42,01/01/2024,M1,C113,withdrawal,mobile,AU,0,0
TX001212,826.48,01/01/2024,M3,C896,transfer,mobile,UK,0,0
TX001213,3976.1,01/01/2024,M2,C522,purchase,web,AU,0,1
TX001214,3471.47,01/01/2024,M1,C054,purchase,mobile,IN,0,1
TX001215,1111.64,01/01/2024,M3,C769,purchase,POS,CA,0,0
TX001216,421.08,01/01/2024,M2,C064,withdrawal,mobile,US,1,0
TX001217,3405.69,01/01/2024,M2,C990,withdrawal,mobile,CA,1,1
TX001218,3276.01,01/01/2024,M3,C683,withdrawal,web,IN,1,0
TX001219,1373.57,01/01/2024,M2,C271,transfer,POS,CA,0,0
TX001220,4754.81,01/01/2024,M5,C501,withdrawal,web,AU,0,0
TX001221,763.78,01/01/2024,M3,C661,withdrawal,POS,UK,1,0
TX001222,2167.35,01/01/2024,M2,C361,withdrawal,web,US,0,0
TX001223,4718.64,01/01/2024,M1,C145,withdrawal,mobile,AU,0,0
TX001224,2104.44,01/01/2024,M1,C942,purchase,POS,UK,0,0
TX001225,3196.24,01/01/2024,M5,C208,transfer,POS,US,0,0
TX001226,1994,01/01/2024,M3,C285,purchase,mobile,IN,0,0
TX001227,1378.33,01/01/2024,M2,C009,transfer,web,CA,0,0
TX001228,4920.05,01/01/2024,M2,C738,transfer,POS,US,0,0
TX001229,2052.58,01/01/2024,M1,C185,purchase,mobile,IN,0,0
TX001230,4471.56,01/01/2024,M5,C573,withdrawal,mobile,UK,0,0
TX001231,1157.47,01/01/2024,M1,C596,purchase,POS,US,0,1
TX001232,1073.39,01/01/2024,M1,C463,transfer,POS,IN,0,0
TX001233,165.36,01/01/2024,M5,C133,transfer,POS,UK,0,0
TX001234,3261.82,01/01/2024,M3,C834,withdrawal,mobile,AU,0,0
TX001235,1848.95,01/01/2024,M2,C808,purchase,web,CA,0,0
TX001236,4323.15,01/01/2024,M3,C170,transfer,web,IN,0,0
TX001237,2371.32,01/01/2024,M4,C212,purchase,POS,AU,0,0
TX001238,4841.29,01/01/2024,M4,C972,withdrawal,mobile,UK,0,0
TX001239,935.77,01/01/2024,M4,C529,withdrawal,mobile,US,0,0
TX001240,4344.43,01/01/2024,M5,C825,transfer,POS,CA,0,0
TX001241,3885.22,01/01/2024,M1,C501,withdrawal,mobile,UK,0,0
TX001242,3856.9,01/01/2024,M3,C571,transfer,mobile,IN,0,0
TX001243,4225.47,01/01/2024,M2,C599,transfer,mobile,CA,0,0
TX001244,3807.51,01/01/2024,M4,C026,withdrawal,POS,AU,0,0
TX001245,3134.84,01/01/2024,M3,C067,withdrawal,POS,CA,0,0
TX001246,664.91,01/01/2024,M4,C789,purchase,POS,AU,1,1
TX001247,172.31,01/01/2024,M4,C407,purchase,web,UK,1,0
TX001248,4605.03,01/01/2024,M2,C551,transfer,web,US,0,0
TX001249,3087.09,01/01/2024,M5,C108,purchase,POS,CA,0,0
TX001250,3984.72,01/01/2024,M1,C073,transfer,mobile,US,0,0
TX001251,2412.8,01/01/2024,M5,C577,withdrawal,mobile,US,1,0
TX001252,595.37,01/01/2024,M3,C679,withdrawal,POS,CA,0,0
TX001253,634.68,01/01/2024,M5,C261,purchase,mobile,CA,0,0
TX001254,3430.97,01/01/2024,M3,C367,transfer,mobile,US,0,0
TX001255,2157.23,01/01/2024,M3,C785,transfer,web,IN,0,0
TX001256,1010.62,01/01/2024,M1,C848,purchase,mobile,IN,0,0
TX001257,2463.06,01/01/2024,M2,C869,transfer,mobile,CA,0,0
TX001258,330.4,01/01/2024,M1,C236,transfer,POS,US,0,0
TX001259,2914.04,01/01/2024,M5,C726,withdrawal,web,US,0,0
TX001260,1352.28,01/01/2024,M3,C365,transfer,web,UK,0,0
TX001261,3989.82,01/01/2024,M4,C285,transfer,mobile,US,0,0
TX001262,1558.71,01/01/2024,M4,C377,transfer,POS,IN,0,0
TX001263,2281.55,01/01/2024,M3,C660,purchase,web,UK,0,0
TX001264,67.99,01/01/2024,M1,C829,purchase,web,IN,1,0
TX001265,371.51,01/01/2024,M2,C905,purchase,mobile,AU,0,0
TX001266,1968.54,01/01/2024,M1,C375,transfer,web,CA,0,0
TX001267,2404.89,01/01/2024,M3,C618,transfer,POS,AU,0,0
TX001268,3004.1,01/01/2024,M3,C652,purchase,POS,CA,0,0
TX001269,1465.4,01/01/2024,M2,C075,purchase,web,IN,0,1
TX001270,3477.96,01/01/2024,M5,C008,transfer,POS,IN,0,0
TX001271,4302.01,01/01/2024,M5,C195,transfer,POS,AU,0,0
TX001272,3901.46,01/01/2024,M2,C806,withdrawal,mobile,CA,0,0
TX001273,207.7,01/01/2024,M5,C791,purchase,web,CA,0,0
TX001274,2407.73,01/01/2024,M4,C892,transfer,web,UK,1,0
TX001275,533.6,01/01/2024,M5,C629,purchase,mobile,US,0,0
TX001276,1217.8,01/01/2024,M5,C289,purchase,mobile,UK,1,0
TX001277,4933.45,01/01/2024,M5,C998,purchase,mobile,IN,0,0
TX001278,721.05,01/01/2024,M4,C060,withdrawal,mobile,AU,0,0
TX001279,2499.45,01/01/2024,M5,C936,transfer,POS,CA,0,0
TX001280,3094.6,01/01/2024,M4,C388,transfer,POS,UK,0,0
TX001281,3515.3,01/01/2024,M2,C846,purchase,mobile,AU,0,0
TX001282,2802.65,01/01/2024,M1,C817,transfer,web,AU,0,0
TX001283,58.76,01/01/2024,M2,C899,withdrawal,web,US,0,0
TX001284,1639.04,01/01/2024,M1,C562,purchase,web,CA,0,0
TX001285,2593.38,01/01/2024,M2,C563,withdrawal,mobile,AU,1,0
TX001286,448.45,01/01/2024,M1,C633,withdrawal,POS,CA,0,0
TX001287,1759.63,01/01/2024,M1,C678,transfer,POS,UK,1,0
TX001288,175.68,01/01/2024,M3,C007,transfer,POS,AU,0,0
TX001289,402.11,01/01/2024,M1,C368,withdrawal,POS,AU,0,0
TX001290,1990.65,01/01/2024,M1,C044,transfer,web,UK,0,0
TX001291,672.25,01/01/2024,M3,C343,withdrawal,web,CA,0,0
TX001292,2842.03,01/01/2024,M5,C756,withdrawal,POS,CA,0,0
TX001293,3450.43,01/01/2024,M5,C795,purchase,mobile,AU,0,0
TX001294,4004.93,01/01/2024,M3,C374,withdrawal,POS,UK,0,0
TX001295,1008.75,01/01/2024,M4,C618,withdrawal,POS,IN,0,0
TX001296,845.74,01/01/2024,M1,C026,transfer,mobile,CA,0,0
TX001297,531.79,01/01/2024,M1,C192,purchase,POS,IN,0,0
TX001298,3185.79,01/01/2024,M3,C929,transfer,web,AU,0,0
TX001299,3535.31,01/01/2024,M3,C848,purchase,mobile,IN,0,0
TX001300,167.61,01/01/2024,M4,C356,transfer,mobile,IN,0,0
TX001301,4681.7,01/01/2024,M5,C061,withdrawal,POS,CA,0,1
TX001302,269.34,01/01/2024,M2,C061,purchase,web,AU,0,0
TX001303,2711.07,01/01/2024,M5,C421,purchase,web,IN,0,0
TX001304,3548.21,01/01/2024,M1,C793,purchase,web,CA,0,0
TX001305,4356.14,01/01/2024,M3,C632,purchase,POS,IN,0,0
TX001306,3573.29,01/01/2024,M4,C791,transfer,POS,CA,0,0
TX001307,4010.62,01/01/2024,M5,C550,transfer,web,AU,0,0
TX001308,1703.86,01/01/2024,M4,C379,purchase,POS,UK,0,0
TX001309,4075.98,01/01/2024,M5,C276,purchase,web,CA,0,0
TX001310,409.77,01/01/2024,M1,C605,purchase,POS,CA,0,0
TX001311,4475.14,01/01/2024,M2,C430,transfer,mobile,IN,0,0
TX001312,2742.49,01/01/2024,M4,C114,purchase,mobile,AU,0,0
TX001313,4088.32,01/01/2024,M4,C687,purchase,POS,US,0,0
TX001314,2267.07,01/01/2024,M2,C120,purchase,POS,US,0,0
TX001315,3221.45,01/01/2024,M4,C524,transfer,web,UK,0,1
TX001316,2636.75,01/01/2024,M4,C996,withdrawal,mobile,AU,0,0
TX001317,3660.63,01/01/2024,M5,C898,withdrawal,web,CA,1,0
TX001318,417.33,01/01/2024,M5,C415,transfer,POS,US,0,0
TX001319,311.16,01/01/2024,M2,C162,withdrawal,web,UK,0,0
TX001320,1243.05,01/01/2024,M1,C786,purchase,web,AU,0,0
TX001321,806.13,01/01/2024,M4,C909,purchase,POS,UK,0,0
TX001322,4360.2,01/01/2024,M1,C687,transfer,mobile,US,0,0
TX001323,1103.88,01/01/2024,M2,C981,transfer,web,IN,0,0
TX001324,4879.57,01/01/2024,M2,C336,withdrawal,POS,IN,0,0
TX001325,1691.11,01/01/2024,M5,C378,withdrawal,web,AU,0,0
TX001326,918.77,01/01/2024,M4,C323,purchase,POS,UK,1,0
TX001327,3950.6,01/01/2024,M3,C172,transfer,POS,CA,0,0
TX001328,3296.95,01/01/2024,M2,C999,withdrawal,POS,US,1,0
TX001329,2496,01/01/2024,M4,C786,withdrawal,mobile,IN,0,0
